2025-11-03 21:56:09,755 - scripts.services.llm_service - INFO - LLM原始返回: '待审查的关系对象描述了“大日本帝国”（Organization）与“慰安妇”（Organization）之间的“FOUNDED”（建立）关系。

首先，我们来分析节点类型。“大日本帝国”被明确标识为“Organization”，这符合规则中对“Organization”的定义，可以包括国家实体。然而，“慰安妇”被标识为“Organization”。根据提供的节点类型定义，“Organization”指的是“组织，包括职务、职级、泛称，包括国家。包括政府等行政区权力机关。” “慰安妇”并非一个具有独立法人资格或行政职能的组织，而更多是指代一个被强迫从事性服务的群体，或者是一个被建立的“制度”。如果将其视为一个“制度”或“体系”，那么它可能更符合“Movement”或“Document”的定义，例如“防火长城”被归类为“Movement”，而“一国两制”被归类为“Document”。但此处明确指定为“Organization”，我们需要基于此进行判断。

接下来，我们考察关系类型“FOUNDED”。该关系用于描述“实体创立组织的行为”。在当前案例中，“大日本帝国”（Organization）“FOUNDED”了“慰安妇”（Organization）。这暗示“慰安妇”作为一个“Organization”是被“大日本帝国”所建立的。描述中的“日本军队建立了‘慰安妇’制度”也支持了这种“建立”或“创建”的语义。

现在，我们来评估是否存在删除的必要性，严格依据【规则：需要删除的情况】。

1.  **方向错误**: “FOUNDED”关系是“Person/Organization/Event/Movement/Document -`FOUNDED`-> Organization”。源节点“大日本帝国”是Organization，目标节点“慰安妇”被标识为Organization。关系的类型和方向符合规则定义，不存在方向错误。

2.  **内容冗余**: 我们需要判断是否存在另一个更具体的、能够更准确地反映描述的关系类型，并且该关系类型应用于相同的source和target。
    *   “FOUNDED”的关系语义是“创立组织”。描述中提到“日本军队建立了‘慰安妇’制度”，这直接指向了“建立”这个动作。
    *   是否存在更具体的、可以替代“FOUNDED”的关系？“Person/Organization/Event/Movement/Document -`PUSHED`-> Person/Organization/Event/Movement/Document”关系描述“起推动、促进作用”。“慰安妇”制度的建立无疑是对该制度所涉及群体的“推动”或“促进”（从加害者角度而言，尽管是负面意义）。然而，“FOUNDED”比“PUSHED”更直接地描述了“建立”这一行为，特别是当目标是一个“Organization”时。“FOUNDED”就是专门为了描述这种“建立组织”的行为而设定的，其精确性高于“PUSHED”。
    *   “Person/Organization/Event/Movement/Document -`BLOCKED`-> Person/Organization/Event/Movement/Document”关系描述“起阻碍、反对作用”。显然不适用。
    *   “Person/Organization/Event/Movement/Document -`INFLUENCED`-> Person/Organization/Event/Document/Location”关系是通用关系。如果“FOUNDED”不能被精确描述，则考虑“INFLUENCED”。但“FOUNDED”本身就是一个非常具体的关系，用来描述“建立组织”。

    考虑到“FOUNDED”专门用于描述“实体创立组织的行为”，而描述明确提及“建立了‘慰安妇’制度”，并且目标节点被限定为“Organization”，那么“FOUNDED”关系是直接且准确的。即便“慰安妇”作为Organization的类型认定可能存在一些争议（例如，如果将其视为一个“制度”而非“实体组织”），但在给定类型的前提下，“FOUNDED”是直接指向“建立”这一核心语义的。

    我们再进一步思考，是否存在其他关系可以更准确地描述“大日本帝国”与“慰安妇”（作为Organization）之间的关系。
    *   `MEMBER_OF`: 不适用。
    *   `SUBORDINATE_OF`: 不适用，不是直接上下级汇报关系。
    *   `MET_WITH`: 不适用于组织与组织之间的“建立”行为。
    *   `FRIEND_OF` / `ENEMY_OF`: 不适用。
    *   `PUSHED` / `BLOCKED`: 如前所述，“FOUNDED”比“PUSHED”更具体。

    关键在于“FOUNDED”就是用于“创立组织”。即便“慰安妇”的“Organization”属性有些牵强，但如果规则强制我们接受其为“Organization”，那么“FOUNDED”就是最直接描述“建立”该“Organization”的关系。

    根据“铁的原则是：以下几个可用关系，要覆盖所有可能的关系语义。因此，不要过度严苛。”以及“只要关系本身没有大的问题，均予保留。”，我们认为“FOUNDED”关系在这里是贴合“建立”这一行为的，并且在给定的节点类型下，没有更精确的关系能够替代它。

    尽管“慰安妇”这个概念作为“Organization”的定性可能值得商榷，但我们被严格要求“严禁质疑”，并基于给定的类型进行判断。在“大日本帝国”作为“Organization”去“建立”一个被定义为“Organization”的“慰安妇”的场景下，“FOUNDED”是最符合语义的选择。它准确地捕捉了“建立”这个核心动作，并且没有更具体的、能够替代它的关系存在。

    因此，认为该关系存在冗余，以至于需要删除，其把握程度远未达到90%的删除门槛。

    我们倾向于保留关系，因为删除意味着信息的遗失，而当前的关系“FOUNDED”虽然可能在节点类型上存在一些语义上的模糊性（尽管规则要求不质疑），但它确实传达了“大日本帝国”对“慰安妇”制度的“建立”这一核心事实。

    因此，基于现有规则，即使节点类型存在潜在的疑问，但关系类型“FOUNDED”与描述高度契合，且没有更优的、更具体的替代关系，也不存在方向错误。

    最后，再次审视“Founding”的定义：“描述实体创立组织的行为”。描述：“日本军队建立了‘慰安妇’制度”。这个“制度”在此被表示为“Organization”。“建立”与“Founding”高度一致。

    考虑到规则强调“严禁过度严苛”、“只要关系本身没有大的问题，均予保留”，并且“一旦删除意味着信息的彻底遗失”，而“当且仅当把握大于90%时，删除关系”，我们认为此处删除的可能性不大。

    即便“慰安妇”更像一个“Movement”或“Document”，但被强制定义为“Organization”时，“FOUNDED”是最直接表达“建立”该“Organization”的关系。

    我们没有发现任何理由可以确信存在一个更精确的关系可以替代“FOUNDED”，也没有发现“FOUNDED”本身有明确的错误。

结论：False (保留)'
2025-11-03 21:56:09,756 - scripts.services.llm_service - INFO - LLM决策: False (保留)
2025-11-03 21:56:15,520 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '钱永真'...
2025-11-03 21:56:15,559 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '錢永真' (繁体)...
2025-11-03 21:56:15,595 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '齐厚之'...
2025-11-03 21:56:15,633 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '齊厚之' (繁体)...
2025-11-03 21:56:15,671 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '周伯宜'...
2025-11-03 21:56:15,708 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '鲁瑞'...
2025-11-03 21:56:15,750 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '魯瑞' (繁体)...
2025-11-03 21:56:15,794 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '中国共产党丽水市委员会'...
2025-11-03 21:56:15,835 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '中國共產黨麗水市委員會' (繁体)...
2025-11-03 21:56:15,876 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '嘉兴市人民政府'...
2025-11-03 21:56:15,913 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '嘉興市人民政府' (繁体)...
2025-11-03 21:56:15,950 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '钱韦'...
2025-11-03 21:56:15,997 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '錢韋' (繁体)...
2025-11-03 21:56:16,048 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '南海行为准则'...
2025-11-03 21:56:16,090 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '南海行爲準則' (繁体)...
2025-11-03 21:56:16,136 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '陈琰'...
2025-11-03 21:56:16,172 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '陳琰' (繁体)...
2025-11-03 21:56:16,217 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '全秀凤'...
2025-11-03 21:56:16,256 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '全秀鳳' (繁体)...
2025-11-03 21:56:16,296 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '令方针'...
2025-11-03 21:56:16,346 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '令方針' (繁体)...
2025-11-03 21:56:16,387 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '陈良军'...
2025-11-03 21:56:16,427 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '陳良軍' (繁体)...
2025-11-03 21:56:16,470 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '潘晓东'...
2025-11-03 21:56:16,514 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '潘曉東' (繁体)...
2025-11-03 21:56:16,558 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '苗鸿'...
2025-11-03 21:56:16,599 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '苗鴻' (繁体)...
2025-11-03 21:56:16,635 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '中国共产党工作机关条例'...
2025-11-03 21:56:16,673 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '中國共產黨工作機關條例' (繁体)...
2025-11-03 21:56:16,707 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '二级巡视员'...
2025-11-03 21:56:16,752 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '二級巡視員' (繁体)...
2025-11-03 21:56:16,794 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '公务员职务、职级与级别管理办法'...
2025-11-03 21:56:16,839 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '公務員職務、職級與級別管理辦法' (繁体)...
2025-11-03 21:56:16,878 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '中华人民共和国海关关衔条例'...
2025-11-03 21:56:16,916 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '中華人民共和國海關關銜條例' (繁体)...
2025-11-03 21:56:16,959 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '中华人民共和国人民警察警衔条例'...
2025-11-03 21:56:16,996 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '中華人民共和國人民警察警銜條例' (繁体)...
2025-11-03 21:56:17,034 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '中华人民共和国消防救援衔条例'...
2025-11-03 21:56:17,075 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '中華人民共和國消防救援銜條例' (繁体)...
2025-11-03 21:56:17,114 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '一级巡视员'...
2025-11-03 21:56:17,149 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '一級巡視員' (繁体)...
2025-11-03 21:56:17,189 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '中华人民共和国中央人民政府组织法'...
2025-11-03 21:56:17,228 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '中華人民共和國中央人民政府組織法' (繁体)...
2025-11-03 21:56:17,265 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '第十二军'...
2025-11-03 21:56:17,305 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '第十二軍' (繁体)...
2025-11-03 21:56:17,350 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '汤廷光'...
2025-11-03 21:56:17,393 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '湯廷光' (繁体)...
2025-11-03 21:56:17,427 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '中央党务委员会'...
2025-11-03 21:56:17,461 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '中央黨務委員會' (繁体)...
2025-11-03 21:56:17,511 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '中国亚洲经济发展协会'...
2025-11-03 21:56:17,553 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '中國亞洲經濟發展協會' (繁体)...
2025-11-03 21:56:17,595 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '中央纪委驻外交部纪检组'...
2025-11-03 21:56:17,633 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '中央紀委駐外交部紀檢組' (繁体)...
2025-11-03 21:56:17,678 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '朱玉泉'...
2025-11-03 21:56:17,724 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '吴林'...
2025-11-03 21:56:17,764 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '吳林' (繁体)...
2025-11-03 21:56:17,802 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '哈工大鲍曼工学院'...
2025-11-03 21:56:18,033 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '哈工大鮑曼工學院' (繁体)...
2025-11-03 21:56:18,069 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '摄罗阔夫'...
2025-11-03 21:56:18,106 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '攝羅闊夫' (繁体)...
2025-11-03 21:56:18,141 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '乌斯特鲁果夫'...
2025-11-03 21:56:18,176 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '烏斯特魯果夫' (繁体)...
2025-11-03 21:56:18,216 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '张寰湘'...
2025-11-03 21:56:18,266 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '張寰湘' (繁体)...
2025-11-03 21:56:18,301 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '铃木正雄'...
2025-11-03 21:56:18,336 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '鈴木正雄' (繁体)...
2025-11-03 21:56:18,375 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '奥哲夫'...
2025-11-03 21:56:18,425 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '奧哲夫' (繁体)...
2025-11-03 21:56:18,473 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '吕学坡'...
2025-11-03 21:56:18,527 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '呂學坡' (繁体)...
2025-11-03 21:56:18,568 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '刘德本'...
2025-11-03 21:56:18,610 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '劉德本' (繁体)...
2025-11-03 21:56:18,647 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '姜以宏'...
2025-11-03 21:56:18,685 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '哈工大之歌'...
2025-11-03 21:56:18,724 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '陈传鸿'...
2025-11-03 21:56:18,762 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '陳傳鴻' (繁体)...
2025-11-03 21:56:18,804 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '肖枫'...
2025-11-03 21:56:18,845 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '肖楓' (繁体)...
2025-11-03 21:56:18,895 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '范德官'...
2025-11-03 21:56:18,950 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '範德官' (繁体)...
2025-11-03 21:56:19,000 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '邵裴子'...
2025-11-03 21:56:19,044 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '西北工业大学哈萨克斯坦分校'...
2025-11-03 21:56:19,085 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '西北工業大學哈薩克斯坦分校' (繁体)...
2025-11-03 21:56:19,124 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '王维祺'...
2025-11-03 21:56:19,159 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '王維祺' (繁体)...
2025-11-03 21:56:19,214 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '周延海'...
2025-11-03 21:56:19,253 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '李保义'...
2025-11-03 21:56:19,293 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '李保義' (繁体)...
2025-11-03 21:56:19,332 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '叶金福'...
2025-11-03 21:56:19,376 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '葉金福' (繁体)...
2025-11-03 21:56:19,412 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '陈小筑'...
2025-11-03 21:56:19,455 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '陳小築' (繁体)...
2025-11-03 21:56:19,511 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '曹萍'...
2025-11-03 21:56:19,559 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '熊新翔'...
2025-11-03 21:56:19,601 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '博恩集团'...
2025-11-03 21:56:19,639 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '博恩集團' (繁体)...
2025-11-03 21:56:19,674 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '朱洞'...
2025-11-03 21:56:19,713 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '邓卫'...
2025-11-03 21:56:19,766 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '鄧衛' (繁体)...
2025-11-03 21:56:19,802 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '湖南大学校歌'...
2025-11-03 21:56:19,839 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '湖南大學校歌' (繁体)...
2025-11-03 21:56:19,874 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '邬小撑'...
2025-11-03 21:56:19,910 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '鄔小撐' (繁体)...
2025-11-03 21:56:19,950 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '一带一路高校联盟'...
2025-11-03 21:56:19,995 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '一帶一路高校聯盟' (繁体)...
2025-11-03 21:56:20,043 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '中英大学工程教育与研究联盟'...
2025-11-03 21:56:20,143 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '中英大學工程教育與研究聯盟' (繁体)...
2025-11-03 21:56:20,180 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '李文正图书馆'...
2025-11-03 21:56:20,233 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '李文正圖書館' (繁体)...
2025-11-03 21:56:20,278 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '京师大学堂师范馆'...
2025-11-03 21:56:20,317 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '京師大學堂師範館' (繁体)...
2025-11-03 21:56:20,358 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '陈文博'...
2025-11-03 21:56:20,399 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '陳文博' (繁体)...
2025-11-03 21:56:20,436 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '苗生明'...
2025-11-03 21:56:20,487 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '滕继国'...
2025-11-03 21:56:20,535 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '滕繼國' (繁体)...
2025-11-03 21:56:20,579 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '史卫忠'...
2025-11-03 21:56:20,621 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '史衛忠' (繁体)...
2025-11-03 21:56:20,660 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '中国人民解放军理工大学气象海洋学院'...
2025-11-03 21:56:20,712 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '中國人民解放軍理工大學氣象海洋學院' (繁体)...
2025-11-03 21:56:20,765 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '蔡大愚'...
2025-11-03 21:56:20,807 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '西北艺术学院'...
2025-11-03 21:56:20,850 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '西北藝術學院' (繁体)...
2025-11-03 21:56:20,893 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '四川大学匹兹堡学院'...
2025-11-03 21:56:20,932 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '四川大學匹茲堡學院' (繁体)...
2025-11-03 21:56:20,983 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '苏艳'...
2025-11-03 21:56:21,020 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '蘇豔' (繁体)...
2025-11-03 21:56:21,067 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '章熙春'...
2025-11-03 21:56:21,103 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '中山大学工学院'...
2025-11-03 21:56:21,147 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '中山大學工學院' (繁体)...
2025-11-03 21:56:21,183 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '武汉交通学院'...
2025-11-03 21:56:21,223 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '武漢交通學院' (繁体)...
2025-11-03 21:56:21,264 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '陈炳权'...
2025-11-03 21:56:21,307 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '陳炳權' (繁体)...
2025-11-03 21:56:21,347 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '杨待甫'...
2025-11-03 21:56:21,391 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '楊待甫' (繁体)...
2025-11-03 21:56:21,442 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '陈小武'...
2025-11-03 21:56:21,481 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '陳小武' (繁体)...
2025-11-03 21:56:21,520 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '罗茜茜'...
2025-11-03 21:56:21,557 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '羅茜茜' (繁体)...
2025-11-03 21:56:21,597 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '黄思光'...
2025-11-03 21:56:21,632 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '黃思光' (繁体)...
2025-11-03 21:56:21,670 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '维也纳农业大学'...
2025-11-03 21:56:21,709 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '維也納農業大學' (繁体)...
2025-11-03 21:56:21,751 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '哈经雄'...
2025-11-03 21:56:21,791 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '哈經雄' (繁体)...
2025-11-03 21:56:21,825 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '任世琦'...
2025-11-03 21:56:21,876 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '江云'...
2025-11-03 21:56:21,916 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '江雲' (繁体)...
2025-11-03 21:56:21,953 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '宗群'...
2025-11-03 21:56:21,989 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '宗羣' (繁体)...
2025-11-03 21:56:22,037 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '于道全'...
2025-11-03 21:56:22,074 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '於道全' (繁体)...
2025-11-03 21:56:22,108 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '热拉尔·拉尔谢'...
2025-11-03 21:56:22,155 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '熱拉爾·拉爾謝' (繁体)...
2025-11-03 21:56:22,197 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '法国武装力量'...
2025-11-03 21:56:22,238 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '法國武裝力量' (繁体)...
2025-11-03 21:56:22,279 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '湖南育群学会'...
2025-11-03 21:56:22,318 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '湖南育羣學會' (繁体)...
2025-11-03 21:56:22,358 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '孙彧'...
2025-11-03 21:56:22,398 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '孫彧' (繁体)...
2025-11-03 21:56:22,455 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '暨南大学日本学院'...
2025-11-03 21:56:22,491 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '暨南大學日本學院' (繁体)...
2025-11-03 21:56:22,536 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '同济大学法学院'...
2025-11-03 21:56:22,578 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '同濟大學法學院' (繁体)...
2025-11-03 21:56:22,612 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '福沙伯'...
2025-11-03 21:56:22,657 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '贝伦子'...
2025-11-03 21:56:22,699 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '貝倫子' (繁体)...
2025-11-03 21:56:22,752 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '张仲苏'...
2025-11-03 21:56:22,793 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '張仲蘇' (繁体)...
2025-11-03 21:56:22,832 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '翁之龙'...
2025-11-03 21:56:22,874 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '翁之龍' (繁体)...
2025-11-03 21:56:22,917 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '赵士卿'...
2025-11-03 21:56:22,959 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '趙士卿' (繁体)...
2025-11-03 21:56:23,003 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '董洗凡'...
2025-11-03 21:56:23,049 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '舒立春'...
2025-11-03 21:56:23,094 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '郑思群'...
2025-11-03 21:56:23,143 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '鄭思羣' (繁体)...
2025-11-03 21:56:23,183 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '刘作华'...
2025-11-03 21:56:23,233 - scripts.clients.wikipedia_client - INFO - 简体查询失败，尝试后备查询 '劉作華' (繁体)...
2025-11-03 21:56:23,280 - scripts.clients.wikipedia_client - INFO - 正在通过API查询 (zh) '刘培乔'...
